participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
l10_202,49,116.2,105.6,72.6,106.75,A,1,0.43475009348124155,0.09422909136233333,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,50,94.85714285714286,112.75,35.42857142857143,130.11111111111111,A,1,1.0149628321972073,0.18610487807471848,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,51,124.0,96.85714285714286,166.0,97.0,A,1,0.5715972837319161,0.34720992028343667,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,52,112.28571428571428,140.0,170.33333333333334,106.66666666666669,A,1,0.4811515969410706,0.22923976608187144,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,53,35.0,101.71428571428572,47.0,80.6,A,1,1.0096205815587507,0.3195330234569238,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,54,68.2,156.33333333333334,65.26666666666667,163.4,A,1,0.8661370991468078,0.062371285672256506,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,55,52.4,122.6153846153846,40.75,87.16666666666667,B,0,1.0809735618125413,0.4680748411888929,answer_B,B,False,matching,False,0.15,mean_first_fixation_duration
l10_202,56,148.75,111.71428571428572,154.85714285714286,183.5,A,1,0.4795133297548756,0.19132820421065186,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,57,138.28571428571428,79.33333333333333,103.0,98.33333333333331,A,1,0.5628551943623551,0.3368947488065469,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,58,119.0,73.22222222222223,70.91666666666667,80.11111111111111,D,0,0.5603301772274824,0.453184429877802,answer_A,A,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,59,93.25,155.14285714285714,48.36363636363637,66.27272727272727,A,1,1.176535823204815,0.6819600583116454,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,60,111.2,93.3,102.14285714285714,131.44444444444446,A,1,0.34828167176941627,0.18484392833203508,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
